timestamp,total_i_mA,batt_mV,core_temp_C,safety,ch1_name,ch1_status,ch1_state,ch1_voltage_mV,ch1_i_inst_mA,ch1_i_avg_mA,ch2_name,ch2_status,ch2_state,ch2_voltage_mV,ch2_i_inst_mA,ch2_i_avg_mA,ch3_name,ch3_status,ch3_state,ch3_voltage_mV,ch3_i_inst_mA,ch3_i_avg_mA,ch4_name,ch4_status,ch4_state,ch4_voltage_mV,ch4_i_inst_mA,ch4_i_avg_mA,ch5_name,ch5_status,ch5_state,ch5_voltage_mV,ch5_i_inst_mA,ch5_i_avg_mA,ch6_name,ch6_status,ch6_state,ch6_voltage_mV,ch6_i_inst_mA,ch6_i_avg_mA,ch7_name,ch7_status,ch7_state,ch7_voltage_mV,ch7_i_inst_mA,ch7_i_avg_mA,ch8_name,ch8_status,ch8_state,ch8_voltage_mV,ch8_i_inst_mA,ch8_i_avg_mA,ch9_name,ch9_status,ch9_state,ch9_voltage_mV,ch9_i_inst_mA,ch9_i_avg_mA,ch10_name,ch10_status,ch10_state,ch10_voltage_mV,ch10_i_inst_mA,ch10_i_avg_mA,ch11_name,ch11_status,ch11_state,ch11_voltage_mV,ch11_i_inst_mA,ch11_i_avg_mA,ch12_name,ch12_status,ch12_state,ch12_voltage_mV,ch12_i_inst_mA,ch12_i_avg_mA,ch13_name,ch13_status,ch13_state,ch13_voltage_mV,ch13_i_inst_mA,ch13_i_avg_mA,ch14_name,ch14_status,ch14_state,ch14_voltage_mV,ch14_i_inst_mA,ch14_i_avg_mA,ch15_name,ch15_status,ch15_state,ch15_voltage_mV,ch15_i_inst_mA,ch15_i_avg_mA,ch16_name,ch16_status,ch16_state,ch16_voltage_mV,ch16_i_inst_mA,ch16_i_avg_mA
1778950289.671087,4030.0,14484,-47.0,1,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,1,14336,150,150.0,,0,0,0,0,0.0,,1,1,14347,0,0.0,,0,1,14304,3880,3880.0,,1,1,14375,0,0.0,,1,1,14812,0,0.0,,0,1,14834,0,0.0,,0,1,14922,0,0.0,,0,1,14829,0,0.0,,0,1,14659,0,0.0,,0,0,0,0,0.0,,0,1,14621,0,0.0,,0,0,0,0,0.0,,0,1,14495,0,0.0
1778950289.7316546,4030.0,14484,-47.0,1,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,1,14331,150,150.0,,0,0,0,0,0.0,,1,1,13691,0,0.0,,0,1,13740,3880,3880.0,,1,1,14304,0,0.0,,1,1,14353,0,0.0,,0,1,14872,0,0.0,,0,1,14845,0,0.0,,0,1,14807,0,0.0,,0,1,14714,0,0.0,,0,0,0,0,0.0,,0,1,13839,0,0.0,,0,0,0,0,0.0,,0,1,13844,0,0.0
1778950289.782145,4033.3,14521,-46.0,1,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,1,14402,190,180.0,,0,0,0,0,0.0,,1,1,14708,0,0.0,,0,1,14796,3840,3853.3,,1,1,14867,0,0.0,,1,1,14397,0,0.0,,0,1,14665,0,0.0,,0,1,14555,0,0.0,,0,1,14462,0,0.0,,0,1,14397,0,0.0,,0,0,0,0,0.0,,0,1,14320,0,0.0,,0,0,0,0,0.0,,0,1,14386,0,0.0
1778950289.8333633,4045.0,14472,-47.0,1,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,1,14829,180,180.0,,0,0,0,0,0.0,,1,1,14752,0,0.0,,0,1,14916,3900,3865.0,,1,1,14982,0,0.0,,1,1,14944,0,0.0,,0,1,14555,0,0.0,,0,1,14593,0,0.0,,0,1,14604,0,0.0,,0,1,14610,0,0.0,,0,0,0,0,0.0,,0,1,14610,0,0.0,,0,0,0,0,0.0,,0,1,14533,0,0.0
1778950289.8841965,4045.0,14472,-47.0,1,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,1,14178,180,180.0,,0,0,0,0,0.0,,1,1,14036,0,0.0,,0,1,14118,3900,3865.0,,1,1,14205,0,0.0,,1,1,14807,0,0.0,,0,1,14304,0,0.0,,0,1,14364,0,0.0,,0,1,14304,0,0.0,,0,1,14265,0,0.0,,0,0,0,0,0.0,,0,1,14462,0,0.0,,0,0,0,0,0.0,,0,1,14583,0,0.0
1778950289.9371233,4130.0,14521,-46.0,1,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,1,14462,180,172.0,,0,0,0,0,0.0,,1,1,14358,0,0.0,,0,1,14304,3790,3838.0,,0,1,14555,600,120.0,,1,1,14676,0,0.0,,0,1,14741,0,0.0,,0,1,14785,0,0.0,,0,1,14769,0,0.0,,0,1,14692,0,0.0,,0,0,0,0,0.0,,0,1,14714,0,0.0,,0,0,0,0,0.0,,0,1,14922,0,0.0
1778950289.9883788,4462.5,14447,-47.0,1,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,1,14637,160,157.5,,0,0,0,0,0.0,,0,1,14708,1260,315.0,,0,1,14790,3850,3840.0,,1,1,14861,0,150.0,,1,1,14796,0,0.0,,0,1,14714,0,0.0,,0,1,14654,0,0.0,,0,1,14380,0,0.0,,0,1,14435,0,0.0,,0,0,0,0,0.0,,0,1,14643,0,0.0,,0,0,0,0,0.0,,0,1,14758,0,0.0
1778950290.051166,4372.0,14608,-47.0,1,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,1,14238,160,162.0,,0,0,0,0,0.0,,1,1,14490,0,252.0,,0,1,14517,3820,3838.0,,1,1,14692,0,120.0,,1,1,14741,0,0.0,,0,1,14829,0,0.0,,0,1,14889,0,0.0,,0,1,14900,0,0.0,,0,1,14987,0,0.0,,0,0,0,0,0.0,,0,1,13625,0,0.0,,0,0,0,0,0.0,,0,1,13740,0,0.0
1778950290.102139,4372.0,14608,-47.0,1,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,1,14238,160,162.0,,0,0,0,0,0.0,,1,1,14490,0,252.0,,0,1,14517,3820,3838.0,,1,1,14692,0,120.0,,1,1,14741,0,0.0,,0,1,14829,0,0.0,,0,1,14889,0,0.0,,0,1,14900,0,0.0,,0,1,14987,0,0.0,,0,0,0,0,0.0,,0,1,13625,0,0.0,,0,0,0,0,0.0,,0,1,13740,0,0.0
1778950290.153144,4360.0,14608,-47.0,1,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,1,14375,220,185.0,,0,0,0,0,0.0,,1,1,14358,0,315.0,,0,1,14457,3860,3860.0,,1,1,14659,0,0.0,,1,1,14730,0,0.0,,0,1,14834,0,0.0,,0,1,14785,0,0.0,,0,1,14714,0,0.0,,0,1,14588,0,0.0,,0,0,0,0,0.0,,0,1,14747,0,0.0,,0,0,0,0,0.0,,0,1,14965,0,0.0
