Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
U10,MCP6002-xMC,DFN-8-1EP_3x2mm_P0.5mm_EP1.75x1.45mm,35.334975,-114.224365,-135.0,top
U11,MCP6002-xMC,DFN-8-1EP_3x2mm_P0.5mm_EP1.75x1.45mm,33.454975,-112.344315,-135.0,top
U12,USBLC6-2SC6,SOT-23-6,32.422583,-150.523915,135.0,bottom
U13,MCP6001-OT,SOT-23-5,56.6125,-121.08,180.0,top
U14,MCP6001-OT,SOT-23-5,61.6825,-141.840001,180.0,top
U2,MCP2561-E-SN,SOIC-8_3.9x4.9mm_P1.27mm,51.308,-111.379,90.0,top
U3,MCP2561-E-SN,SOIC-8_3.9x4.9mm_P1.27mm,45.593,-111.379,90.0,top
U4,AQY221R4VY,SOTFL127P485X190-4N,59.165,-148.728,90.0,top
U5,AQY221R4VY,SOTFL127P485X190-4N,62.265,-148.728,90.0,top
U6,AQY221R4VY,SOTFL127P485X190-4N,65.365,-148.728,90.0,top
U8,MCP6002-xMC,DFN-8-1EP_3x2mm_P0.5mm_EP1.75x1.45mm,31.544365,-118.014975,-135.0,top
U9,MCP6002-xMC,DFN-8-1EP_3x2mm_P0.5mm_EP1.75x1.45mm,29.665196,-116.131808,-135.0,top
Y1,16Mhz,Crystal_SMD_2016-4Pin_2.0x1.6mm,51.062658,-121.379522,45.0,top
Y2,32KHz,Crystal_SMD_3215-2Pin_3.2x1.5mm,55.98,-126.19,-135.0,top
